Номер сертификата происхождения,Наименование РПП,Форма сертификата,Номер бланка,ИИН/БИН отправителя/ экспортера,Наименование отправителя/ экспортера,Адрес отправителя/ экспортера,Наименование товара,Код ТН ВЭД,Критерий происхождения,Страна происхождения товара,Страна получателя/ импортера,Статус сертификата,Дата выдачи,3/20/2025
KZ RS 4 106 01527,"РПП ""Региональная палата предпринимателей Атырауской области""",СТ-2,4000882,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Действующий,30.5.2024,30.05.2025
KZ RS 4 114 01730,"РПП ""Региональная палата предпринимателей Павлодарской области""",СТ-2,1400361,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, Administrative town, building 40/7","Molded products, planed profiled softwood from larch, grade CD, humidity 14-18%:
Terrrace board, thickness 21 mm, width
120 mm, L 3 m",4409101800,Y 38%,Республика Казахстан,Serbia,Действующий,29.5.2024,29.05.2025
KZ RS 4 114 01730,"РПП ""Региональная палата предпринимателей Павлодарской области""",СТ-2,1400361,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, Administrative town, building 40/7","Terrrace board, thickness 21 mm, width
120 mm, L 2,5 m",4409101800,Y 38%,Республика Казахстан,Serbia,Действующий,29.5.2024,29.05.2025
KZ RS 4 114 01730,"РПП ""Региональная палата предпринимателей Павлодарской области""",СТ-2,1400361,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, Administrative town, building 40/7","Terrrace board, thickness 21 mm, width
120 mm, L 2 m",4409101800,Y 38%,Республика Казахстан,Serbia,Действующий,29.5.2024,29.05.2025
KZ RS 4 114 01730,"РПП ""Региональная палата предпринимателей Павлодарской области""",СТ-2,1400361,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, Administrative town, building 40/7","Terrrace board, thickness 21 mm, width
120 mm, L 4 m",4409101800,Y 38%,Республика Казахстан,Serbia,Действующий,29.5.2024,29.05.2025
KZ RS 4 114 01730,"РПП ""Региональная палата предпринимателей Павлодарской области""",СТ-2,1400361,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, Administrative town, building 40/7","Terrrace board, thickness 21 mm, width
120 mm, L 3,5 m",4409101800,Y 38%,Республика Казахстан,Serbia,Действующий,29.5.2024,29.05.2025
KZ RS 4 114 01730,"РПП ""Региональная палата предпринимателей Павлодарской области""",СТ-2,1400361,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, Administrative town, building 40/7","Deck board, thickness 21 mm, width 120 mm, L 4 m",4409101800,Y 38%,Республика Казахстан,Serbia,Действующий,29.5.2024,29.05.2025
KZ RS 4 114 01730,"РПП ""Региональная палата предпринимателей Павлодарской области""",СТ-2,1400361,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, Administrative town, building 40/7","Deck board, thickness 21 mm, width 120 mm, L 3,5 m",4409101800,Y 38%,Республика Казахстан,Serbia,Действующий,29.5.2024,29.05.2025
KZ RS 4 114 01730,"РПП ""Региональная палата предпринимателей Павлодарской области""",СТ-2,1400361,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, Administrative town, building 40/7","Deck board, thickness 21 mm, width 120 mm, L 3 m",4409101800,Y 38%,Республика Казахстан,Serbia,Действующий,29.5.2024,29.05.2025
KZ RS 4 114 01730,"РПП ""Региональная палата предпринимателей Павлодарской области""",СТ-2,1400361,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, Administrative town, building 40/7","Deck board, thickness 21 mm, width 120 mm, L 2,5 m",4409101800,Y 38%,Республика Казахстан,Serbia,Действующий,29.5.2024,29.05.2025
KZ RS 4 114 01730,"РПП ""Региональная палата предпринимателей Павлодарской области""",СТ-2,1400361,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, Administrative town, building 40/7","Deck board, thickness 21 mm, width 120 mm, L 2 m",4409101800,Y 38%,Республика Казахстан,Serbia,Действующий,29.5.2024,29.05.2025
KZ RS 4 114 01730,"РПП ""Региональная палата предпринимателей Павлодарской области""",СТ-2,1400361,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, Administrative town, building 40/7","Straight planken board, thickness 20 mm, width 120 mm, L 3 m",4409101800,Y 38%,Республика Казахстан,Serbia,Действующий,29.5.2024,29.05.2025
KZ RS 4 114 01730,"РПП ""Региональная палата предпринимателей Павлодарской области""",СТ-2,1400361,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, Administrative town, building 40/7","Straight planken board, thickness 20 mm, width 120 mm, L 2 m",4409101800,Y 38%,Республика Казахстан,Serbia,Действующий,29.5.2024,29.05.2025
KZ RS 4 114 01730,"РПП ""Региональная палата предпринимателей Павлодарской области""",СТ-2,1400361,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, Administrative town, building 40/7","Straight planken board, thickness 20 mm, width 120 mm, L 4 m",4409101800,Y 38%,Республика Казахстан,Serbia,Действующий,29.5.2024,29.05.2025
KZ RS 4 114 01730,"РПП ""Региональная палата предпринимателей Павлодарской области""",СТ-2,1400361,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, Administrative town, building 40/7","Straight planken board, thickness 20 mm, width 120 mm, L 3,5 m",4409101800,Y 38%,Республика Казахстан,Serbia,Действующий,29.5.2024,29.05.2025
KZ RS 4 114 01730,"РПП ""Региональная палата предпринимателей Павлодарской области""",СТ-2,1400361,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, Administrative town, building 40/7","Straight planken board, thickness 20 mm, width 120 mm, L 2,5 m",4409101800,Y 38%,Республика Казахстан,Serbia,Действующий,29.5.2024,29.05.2025
KZ RS 4 106 01497,"РПП ""Региональная палата предпринимателей Атырауской области""",СТ-2,4000877,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Действующий,29.5.2024,29.05.2025
KZ RS 4 106 01505,"РПП ""Региональная палата предпринимателей Атырауской области""",СТ-2,4000878,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Действующий,29.5.2024,29.05.2025
KZ RS 4 106 01428,"РПП ""Региональная палата предпринимателей Атырауской области""",СТ-2,4000876,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Действующий,27.5.2024,27.05.2025
KZ RS 4 106 01427,"РПП ""Региональная палата предпринимателей Атырауской области""",СТ-2,4000875,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7.
Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Действующий,27.5.2024,27.05.2025
KZ RS 4 106 01426,"РПП ""Региональная палата предпринимателей Атырауской области""",СТ-2,4000874,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
Code as per 3902100000",3902100000,"Y39,31% ",Республика Казахстан,Serbia,Действующий,27.5.2024,27.05.2025
KZ RS 4 106 01425,"РПП ""Региональная палата предпринимателей Атырауской области""",СТ-2,4000873,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Действующий,27.5.2024,27.05.2025
KZ RS 4 106 01420,"РПП ""Региональная палата предпринимателей Атырауской области""",СТ-2,4000872,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Действующий,25.5.2024,25.05.2025
KZ RS 4 106 01419,"РПП ""Региональная палата предпринимателей Атырауской области""",СТ-2,4000871,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Действующий,25.5.2024,25.05.2025
KZ RS 4 106 01415,"РПП ""Региональная палата предпринимателей Атырауской области""",СТ-2,4000870,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Действующий,24.5.2024,24.05.2025
KZ RS 4 106 01410,"РПП ""Региональная палата предпринимателей Атырауской области""",СТ-2,4000869,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
Code as per 3902100000",3902100000,Y39.31%,Республика Казахстан,Serbia,Действующий,24.5.2024,24.05.2025
KZ RS 4 106 01409,"РПП ""Региональная палата предпринимателей Атырауской области""",СТ-2,4000868,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
Code as per 3902100000",3902100000,Y39.31%,Республика Казахстан,Serbia,Действующий,24.5.2024,24.05.2025
KZ RS 4 106 01408,"РПП ""Региональная палата предпринимателей Атырауской области""",СТ-2,4000867,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
Code as per 3902100000",3902100000,Y39.31%,Республика Казахстан,Serbia,Действующий,24.5.2024,24.05.2025
