bin_iin,manufacturer_name,legal_address,actual_address,phone,email,website,date_included_in_the_registry,date_of_change,number_of_employees,oced_code,kato,production_capacity
611040000049,ТОО «ЖАМБЫЛСКОЕ  УЧЕБНО-ПРОИЗВОДСТВЕННОЕ ПРЕДПРИЯТИЕ ОБЩЕСТВЕННОГО ОБЪЕДИНЕНИЯ «КАЗАХСКОЕ ОБЩЕСТВО СЛЕПЫХ»,"РК, город Тараз, улица С.Аккозиева, дом 5 ""А""",,,,,,,,,,
920140000837,"Учреждение ""Актюбинское учебно-производственное предприятие"" Общественного объединения ""Казахстанское общество глухих""","030020, Республика Казахстан, г. Актобе, пр.312 Стрелковой дивизии, 14е",,,,,,,,,,
201140000621,"ТОО ""Казахстанская производственная компания ""ELITE COMFORT""","Республика Казахстан, город Шымкент, район Тұран, улица Караулбека Казиева, здание 152",,,,,,,,,,
830115300573,"Индивидуальный предприниматель ""ЭВЕРЕСТ""","Республика Казахстан, Восточно-Казахстанская область, город Усть-Каменогорск, улица Объездное шоссе 1 В",,,,,,,,,,
071240005657,"ТОО ""Дорожник Ашық Аспан""","СКО г Петропавловск ул Набережная, 33",,,,,,,,,,
130440030150,"ТОО «Gulden Arka» Республика Казахстан
","Казахстан, Карагандинская область, г.Караганда, район Казыбек Би, пр. Шахтеров, д.74, кв. 248",,,,,,,,,,
081240017563,"ТОО ""Техпромресурс""
","Республика Казахстан, Акмолинская область, Бурабайский район, город Щучинск, улица Сары-Арка, строение 8",,,,,,,,,,
000940002622,"Государственное коммунальное предприятие на праве хозяйственного ведения ""Астана су арнасы""","Казахстан, город Астана, район Байконыр, Проспект Абай, здание 103",,,,,,,,,,
121040022344,ТОО «AV CLOUD»,"Республика Казахстан, г. Шымкент, 
ул. М.Маметова, 137. Юр.адрес: РК, 
г. Шымкент, Микрорайон СЕВЕРО-ЗАПАД, 
дом 715",,,,,,,,,,
160640004441,"ТОО ""Шымкентская Химическая Компания""","Республика Казахстан, город Шымкент, Енбекшинский район, квартал № 264, здание 575",,,,,,,,,,
011240003491,"ТОО фирма ""Компания Промышленных Материалов (КПМ)""","140004, Республика Казахстан, Павлодарская область, город Павлодар, промышленная зона Северная, строение 1812",,,,,,,,,,
690308400323,"ИП ""Уразбаева А. А.""","Юрид.адрес: Атырауская обл., г. Атырау, мкр. Атырау, ул №31, д. 3 Адрес производства: РК, Атырауская обл., г.Атырау, мкр.Нурсая, д.59, н.п.1",,,,,,,,,,
720212401087,"Индивидуальный предприниматель ""Заитова""","Юр.адрес: РК, обл.Жетісу, Панфиловский р-н, г.Жаркент, ул.Жибек-Жолы, №62; Факт.адрес произ-а: Панфиловский р-н, г.Жаркент, ул.Кунаева, №352
",,,,,,,,,,
140840001450,"ТОО ""Актауский машиностроительный завод""","РК, Мангистауская область, почтовый индекс 130000 г.Актау, промышленная зона №6, дом здание №84",,,,,,,,,,
950540001617,"ТОО""Спецагромонтаж""","РК, Алматинская область, Карасайский район, сельский округ Жібек Жолы, село Жібек Жолы, Учетный квартал 028, строение 210, почтовый индекс 040928",,,,,,,,,,
020840012729,"ТОО ""Meat Processing and Service""","041400, Казахстан, Алматинская область, Кегенский район, Болексазский сельский округ, село Болексаз, строение 2",,,,,,,,,,
140840020932,"ТОО ""KAZ Organic Product""","Алматинская область, г.Конаев, ул.Северное побережье Капшагайского водохранилища, строение 35А, Республика Казахстан",,,,,,,,,,
110440022156,"ТОО ""AVALON-K""
","г. Астана, район Алматы, ул. 101, здание 8",,,,,,,,,,
160140004265,ТОО «КазНефтеГазСнаб»,"Республика Казахстан, Кызылординская область, Сырдарьинский р-н, п. Теренозек, ул. Гани Муратбаев 105",,,,,,,,,,
010440004068,"ТОО ""Жалаугер-НС""","Актюбинская область, Шалкарский район, город Шалкар, улица Өндіріс, строение 62",,,,,,,,,,
910304351255,"ИП ""Искаков""","Республика Казахстан, Северо-Казахстанская область, Тайыншинский район,  Драгомировский с.о., с. Иван-город",,,,,,,,,,
100340011462,ТОО «АЙБИ-РАЙ»,"130006, РК, Мангистауская область, Мунайлинский район, сельский округ Атамекен, село Атамекен, жилой массив «Арай», улица Акикат, уч. №606",,,,,,,,,,
100240013693,ТОО “Белая Линия универсал”,"г. Алматы, мкр-н Кок Тобе, ул. Домбыра, 1, тел 8 (727) 396 65 13",,,,,,,,,,
150340018855,ТОО «Склад ОВ»,"г. Алматы, Жетысуский р-н, пр. Суюнбая дом 89",,,,,,,,,,
190440017362,"ОО ""Общество инвалидов ""Жанға дауа""","Республика Казахстан, г. Шымкент, мкр. Катын Копр, ул. Аль-Фараби, уч. 40Б. Юр.адрес: РК, г. Шымкент, р-н Каратау, Микрорайон Кайтпас, дом 385",,,,,,,,,,
171240026096,"ТОО ""ГлавДорСнаб""","Республика Казахстан, г. Алматы, Алмалинский район, ул. Брусиловского, д. 159, кв. 137",,,,,,,,,,
